id,age,cartype,loanamount,deposit,area,apr,applicationoutcome,funded,age_bucket,depositratio,apr_pct
8384,38,Saloon,3115.0,1161.0,urban,0.15,1,1,35-44,0.3727126805777295,15%
8380,53,Saloon,3763.0,1409.0,urban,0.15,1,0,45-54,0.3744352909911309,15%
8377,24,Convertible,24292.0,1201.0,urban,0.0,0,0,<25,0.04944014490366996,0%
8375,25,Saloon,4555.0,1391.0,rural,0.2,1,0,25-34,0.30537870472002077,20%
8374,57,Convertible,22392.0,785.0,urban,0.05,1,0,55+,0.03505716327259579,5%
8373,34,SUV,13087.0,1372.0,urban,0.2,1,0,25-34,0.10483686100709827,20%
8370,63,SUV,2725.0,1640.0,urban,0.15,1,1,55+,0.6018348623851002,15%
8369,62,SUV,2684.0,838.0,rural,0.1,1,1,55+,0.3122205663188106,10%
8363,31,Convertible,23387.0,869.0,urban,0.1,1,1,25-34,0.03715739513404724,10%
8358,62,SUV,17239.0,871.0,rural,0.05,1,0,55+,0.050524972446194645,5%
8353,49,SUV,16149.0,1716.0,rural,0.15,1,0,45-54,0.10626044956343388,15%
8351,29,Saloon,5115.0,621.0,urban,0.0,0,0,25-34,0.12140762463340733,0%
8350,47,Convertible,8698.0,630.0,rural,0.05,1,0,45-54,0.07243044378017102,5%
8349,31,Saloon,6949.0,987.0,rural,0.2,1,0,25-34,0.14203482515467808,20%
8344,25,Saloon,2699.0,676.0,urban,0.0,0,0,25-34,0.25046313449416435,0%
8338,48,Saloon,4444.0,791.0,rural,0.15,1,0,45-54,0.17799279927988793,15%
8333,43,Saloon,5375.0,1122.0,rural,0.25,1,0,35-44,0.20874418604647277,25%
8328,47,Saloon,3381.0,836.0,rural,0.15,1,0,45-54,0.24726412304044743,15%
8326,58,SUV,13110.0,769.0,rural,0.25,1,0,55+,0.058657513348584385,25%
8321,64,Convertible,19607.0,768.0,rural,0.1,1,0,55+,0.03916968429642275,10%
8320,58,SUV,12060.0,654.0,rural,0.15,1,1,55+,0.05422885572138854,15%
8319,29,Saloon,8563.0,937.0,urban,0.25,1,1,25-34,0.10942426719606335,25%
8314,35,Saloon,3481.0,848.0,rural,0.15,1,1,35-44,0.2436081585750521,15%
8307,31,Saloon,3941.0,1356.0,urban,0.15,1,0,25-34,0.3440751078405623,15%
8305,37,Convertible,24442.0,1029.0,urban,0.1,1,0,35-44,0.042099664511904014,10%
8304,36,Saloon,14025.0,527.0,rural,0.15,1,0,35-44,0.037575757575754896,15%
8295,37,Saloon,2712.0,1303.0,urban,0.15,1,0,35-44,0.4804572271384659,15%
8289,60,SUV,6353.0,1256.0,rural,0.15,1,0,55+,0.1977018731307732,15%
8284,46,Saloon,11102.0,1295.0,rural,0.15,1,1,45-54,0.11664564943252417,15%
8283,38,Convertible,9171.0,1089.0,urban,0.25,1,1,35-44,0.11874386653580647,25%
8273,49,Saloon,12301.0,1096.0,urban,0.15,1,1,45-54,0.08909844728070164,15%
8272,25,Saloon,6786.0,701.0,urban,0.0,0,0,25-34,0.10330091364572601,0%
8271,31,Saloon,13795.0,1396.0,rural,0.0,0,0,25-34,0.10119608553823116,0%
8267,57,SUV,4632.0,1382.0,rural,0.25,1,0,55+,0.2983592400690202,25%
8264,27,Saloon,4379.0,1481.0,rural,0.0,0,0,25-34,0.3382050696505279,0%
8262,63,SUV,6198.0,1271.0,rural,0.05,1,0,55+,0.20506615037105436,5%
8261,61,Convertible,16637.0,596.0,urban,0.15,1,0,55+,0.035823766304019004,15%
8260,36,Saloon,5185.0,1714.0,rural,0.25,1,0,35-44,0.33056894889096805,25%
8259,29,Saloon,9401.0,940.0,urban,0.0,0,0,25-34,0.09998936283373044,0%
8255,26,Saloon,3505.0,656.0,rural,0.2,1,1,25-34,0.18716119828810637,20%
8254,53,Saloon,6392.0,632.0,rural,0.15,1,0,45-54,0.098873591989972,15%
8253,65,Convertible,10482.0,1443.0,urban,0.1,1,0,55+,0.13766456783055356,10%
8252,20,SUV,13149.0,937.0,urban,0.0,0,0,<25,0.07126017187618289,0%
8251,21,Saloon,4086.0,972.0,rural,0.0,0,0,<25,0.23788546255500786,0%
8250,26,Saloon,5435.0,840.0,rural,0.0,0,0,25-34,0.15455381784725766,0%
8249,40,Saloon,2757.0,1068.0,urban,0.0,0,0,35-44,0.38737758433065383,0%
8235,53,Saloon,3359.0,859.0,urban,0.25,1,1,45-54,0.25573087228334157,25%
8231,48,SUV,6008.0,1516.0,rural,0.2,1,1,45-54,0.25233022636480484,20%
8230,49,SUV,3160.0,1776.0,urban,0.0,0,0,45-54,0.5620253164555183,0%
8229,62,SUV,18465.0,1259.0,urban,0.25,1,1,55+,0.06818304901163996,25%
8224,32,Convertible,11795.0,551.0,rural,0.2,1,0,25-34,0.04671470962271753,20%
8223,49,Convertible,21694.0,1406.0,urban,0.1,1,1,45-54,0.0648105466949357,10%
8218,33,Saloon,13312.0,1528.0,rural,0.0,0,0,25-34,0.11478365384614522,0%
8216,23,Convertible,12230.0,1046.0,urban,0.0,0,0,<25,0.08552739165984583,0%
8215,51,Convertible,10478.0,758.0,urban,0.05,1,1,45-54,0.0723420500095369,5%
8214,24,Convertible,20131.0,1349.0,urban,0.2,1,0,<25,0.06701107744274666,20%
8212,48,Saloon,6491.0,753.0,rural,0.25,1,0,45-54,0.11600677861652811,25%
8211,23,Convertible,16895.0,1062.0,urban,0.0,0,0,<25,0.06285883397454496,0%
8210,24,Saloon,4986.0,680.0,rural,0.15,1,0,<25,0.13638186923382742,15%
8209,30,Saloon,2973.0,722.0,urban,0.15,1,0,25-34,0.24285233770593917,15%
8207,52,Convertible,23988.0,1221.0,urban,0.05,1,0,45-54,0.05090045022511043,5%
8205,52,Saloon,6099.0,1145.0,rural,0.15,1,0,45-54,0.18773569437609644,15%
8203,62,SUV,6165.0,826.0,rural,0.1,1,1,55+,0.13398215733979982,10%
8202,21,Convertible,19556.0,1778.0,rural,0.0,0,0,<25,0.09091838821844493,0%
8199,54,SUV,5682.0,1238.0,urban,0.15,1,0,45-54,0.2178810278070718,15%
8197,29,Convertible,16039.0,530.0,urban,0.1,1,0,25-34,0.033044454143024315,10%
8191,62,Saloon,11905.0,1009.0,rural,0.15,1,0,55+,0.0847543049138946,15%
8189,26,Saloon,7106.0,1304.0,urban,0.0,0,0,25-34,0.18350689558117314,0%
8188,47,Saloon,8338.0,1549.0,rural,0.0,0,0,45-54,0.18577596545932049,0%
8187,43,Saloon,3406.0,1044.0,rural,0.15,1,1,35-44,0.3065179095712547,15%
8185,48,Saloon,5150.0,801.0,rural,0.25,1,0,45-54,0.15553398058249407,25%
8184,23,Saloon,4013.0,864.0,rural,0.0,0,0,<25,0.21530027410909164,0%
8182,24,SUV,9101.0,754.0,rural,0.0,0,0,<25,0.08284803867705935,0%
8175,24,Convertible,12410.0,999.0,rural,0.0,0,0,<25,0.08049959709910713,0%
8174,35,Saloon,12450.0,1462.0,rural,0.0,0,0,35-44,0.11742971887549257,0%
8171,42,Convertible,9435.0,876.0,rural,0.2,1,1,35-44,0.09284578696342417,20%
8170,30,Saloon,10432.0,592.0,urban,0.0,0,0,25-34,0.05674846625766327,0%
8161,61,Saloon,4317.0,852.0,rural,0.25,1,0,55+,0.1973592772758403,25%
8155,55,SUV,4697.0,1170.0,rural,0.05,1,0,55+,0.24909516712790095,5%
8154,65,Convertible,20449.0,732.0,urban,0.15,1,1,55+,0.03579637146070538,15%
8153,29,SUV,5505.0,1358.0,rural,0.0,0,0,25-34,0.2466848319708907,0%
8152,55,Convertible,11149.0,718.0,rural,0.2,1,1,55+,0.0644003946542233,20%
8150,36,Saloon,11579.0,708.0,urban,0.15,1,1,35-44,0.0611451766128283,15%
8148,47,Convertible,14541.0,1117.0,urban,0.1,1,0,45-54,0.07681727529055245,10%
8146,29,Saloon,3147.0,1335.0,rural,0.2,1,0,25-34,0.4242135367014858,20%
8144,49,SUV,2562.0,875.0,urban,0.15,1,1,45-54,0.34153005464467545,15%
8143,22,Convertible,8702.0,1172.0,rural,0.0,0,0,<25,0.13468168237185305,0%
8141,50,Saloon,2882.0,1174.0,urban,0.15,1,0,45-54,0.40735600277570877,15%
8137,59,SUV,19252.0,1160.0,urban,0.2,1,0,55+,0.06025348015790254,20%
8134,21,Saloon,2603.0,1369.0,urban,0.0,0,0,<25,0.5259316173643773,0%
8133,52,Saloon,4706.0,826.0,urban,0.0,0,0,45-54,0.17552061198466307,0%
8132,27,SUV,7501.0,518.0,rural,0.0,0,0,25-34,0.06905745900545673,0%
8131,52,Convertible,22729.0,849.0,urban,0.2,1,1,45-54,0.037353161159750216,20%
8130,36,Convertible,24516.0,1426.0,rural,0.1,1,1,35-44,0.05816609561102716,10%
8129,50,Saloon,4366.0,1455.0,urban,0.0,0,0,45-54,0.3332569857992823,0%
8123,44,SUV,9713.0,860.0,rural,0.25,1,0,35-44,0.08854113044372608,25%
8122,31,SUV,18570.0,660.0,urban,0.0,0,0,25-34,0.03554119547657321,0%
8119,21,Saloon,2554.0,855.0,rural,0.0,0,0,<25,0.3347689898197593,0%
8116,32,SUV,2770.0,611.0,rural,0.2,1,0,25-34,0.22057761732844022,20%
8114,36,SUV,8413.0,1229.0,rural,0.25,1,1,35-44,0.14608344229167405,25%
8113,42,SUV,11986.0,1020.0,urban,0.2,1,0,35-44,0.08509928249623852,20%
8111,45,Saloon,13713.0,1417.0,urban,0.0,0,0,45-54,0.10333260409829334,0%
8105,44,Saloon,2752.0,999.0,rural,0.2,1,1,35-44,0.36300872093010067,20%
8098,23,Saloon,3700.0,1445.0,rural,0.0,0,0,<25,0.39054054054043497,0%
8097,27,SUV,2664.0,906.0,rural,0.25,1,1,25-34,0.34009009008996244,25%
8094,37,Saloon,3530.0,1092.0,urban,0.25,1,0,35-44,0.309348441926258,25%
8093,50,Saloon,4370.0,777.0,urban,0.25,1,0,45-54,0.17780320366128652,25%
8091,28,Saloon,6335.0,574.0,urban,0.15,1,0,25-34,0.09060773480661552,15%
8089,20,Convertible,17469.0,1674.0,urban,0.0,0,0,<25,0.09582689335393578,0%
8088,46,Convertible,20687.0,1708.0,rural,0.2,1,1,45-54,0.08256392903755583,20%
8087,23,Convertible,20439.0,1527.0,urban,0.0,0,0,<25,0.07471011301922428,0%
8086,18,Saloon,7939.0,914.0,urban,0.0,0,0,<25,0.11512784985513097,0%
8083,34,Saloon,3145.0,1334.0,rural,0.0,0,0,25-34,0.4241653418122658,0%
8076,48,Saloon,5579.0,582.0,rural,0.2,1,0,45-54,0.10431977056818348,20%
8074,56,SUV,11609.0,1001.0,urban,0.0,0,0,55+,0.08622620380738338,0%
8071,28,Saloon,13347.0,627.0,rural,0.0,0,0,25-34,0.046976848730048176,0%
8060,61,Convertible,24021.0,1494.0,urban,0.2,1,0,55+,0.06219557886848748,20%
8057,44,SUV,4080.0,951.0,rural,0.2,1,0,35-44,0.23308823529406053,20%
8053,20,Saloon,4628.0,1026.0,urban,0.0,0,0,<25,0.22169403630072995,0%
8048,31,SUV,3192.0,808.0,urban,0.25,1,1,25-34,0.2531328320801212,25%
8046,32,Saloon,5347.0,1394.0,urban,0.0,0,0,25-34,0.2607069384701214,0%
8044,51,SUV,15716.0,998.0,rural,0.05,1,1,45-54,0.06350216340035228,5%
8041,33,Convertible,16943.0,1412.0,urban,0.0,0,0,25-34,0.08333825178539318,0%
8039,25,Saloon,14949.0,1253.0,urban,0.0,0,0,25-34,0.08381831560638947,0%
8037,41,Saloon,4159.0,720.0,urban,0.2,1,0,35-44,0.173118538110081,20%
8036,54,Saloon,4865.0,1044.0,rural,0.2,1,1,45-54,0.2145940390544266,20%
8027,62,Saloon,2610.0,1455.0,urban,0.15,1,0,55+,0.5574712643676025,15%
8024,39,Saloon,9338.0,1111.0,urban,0.15,1,0,35-44,0.11897622617261522,15%
8023,47,SUV,12509.0,1744.0,rural,0.15,1,1,45-54,0.13941961787511875,15%
8019,54,Convertible,7960.0,1107.0,rural,0.0,0,0,45-54,0.1390703517587765,0%
8015,48,Saloon,5093.0,875.0,rural,0.25,1,0,45-54,0.17180443746315102,25%
8014,37,Convertible,8294.0,895.0,urban,0.2,1,1,35-44,0.10790933204725006,20%
8013,49,SUV,13223.0,1286.0,urban,0.1,1,0,45-54,0.09725478333206554,10%
8008,45,SUV,10797.0,1323.0,rural,0.1,1,0,45-54,0.12253403723255325,10%
8006,47,SUV,7827.0,517.0,rural,0.0,0,0,45-54,0.06605340488053327,0%
8002,50,SUV,3836.0,1357.0,rural,0.1,1,0,45-54,0.35375391032316117,10%
7998,48,SUV,3445.0,1254.0,rural,0.15,1,0,45-54,0.36400580551513384,15%
7996,50,Convertible,21771.0,1310.0,urban,0.15,1,0,45-54,0.06017178815855679,15%
7995,64,Convertible,26541.0,906.0,urban,0.05,1,0,55+,0.034135865265060315,5%
7994,25,Saloon,6536.0,1373.0,rural,0.0,0,0,25-34,0.21006731946141216,0%
7990,21,Saloon,14146.0,1218.0,urban,0.0,0,0,<25,0.08610207832602247,0%
7982,57,Convertible,17664.0,787.0,rural,0.1,1,1,55+,0.044553894927533706,10%
7980,50,Saloon,14109.0,1083.0,urban,0.15,1,1,45-54,0.07675951520305643,15%
7973,39,Convertible,15132.0,1241.0,rural,0.2,1,0,35-44,0.08201163098069772,20%
7972,63,SUV,14111.0,1166.0,urban,0.25,1,1,55+,0.08263057189426103,25%
7965,22,Saloon,6805.0,1536.0,rural,0.0,0,0,<25,0.22571638501098812,0%
7961,25,Saloon,3363.0,863.0,urban,0.0,0,0,25-34,0.2566161165625166,0%
7960,56,SUV,6058.0,1551.0,urban,0.05,1,1,55+,0.256025090788997,5%
7958,54,Saloon,3802.0,537.0,rural,0.15,1,1,45-54,0.14124145186740103,15%
7956,31,Saloon,4027.0,1014.0,rural,0.0,0,0,25-34,0.2518003476532774,0%
7947,41,Convertible,8147.0,1216.0,rural,0.1,1,0,35-44,0.14925739536023697,10%
7946,54,Saloon,11283.0,1633.0,urban,0.15,1,0,45-54,0.14473101125585883,15%
7935,58,Convertible,15719.0,667.0,rural,0.2,1,0,55+,0.04243272472803344,20%
7933,54,SUV,15050.0,839.0,rural,0.15,1,0,45-54,0.055747508305644136,15%
7932,36,Convertible,11556.0,644.0,urban,0.1,1,1,35-44,0.055728625822078943,10%
7930,65,Saloon,4372.0,1146.0,rural,0.15,1,1,55+,0.2621225983530965,15%
7929,50,Saloon,5609.0,749.0,rural,0.0,0,0,45-54,0.1335353895524811,0%
7925,61,Saloon,2665.0,531.0,rural,0.0,0,0,55+,0.19924953095677325,0%
7921,32,Convertible,21643.0,1062.0,urban,0.05,1,1,25-34,0.04906898304301395,5%
7920,55,Saloon,3976.0,1362.0,rural,0.25,1,0,55+,0.34255533199186555,25%
7915,45,Saloon,12575.0,964.0,urban,0.15,1,1,45-54,0.07666003976142531,15%
7914,50,Saloon,3878.0,1020.0,rural,0.15,1,0,45-54,0.26302217637950925,15%
7913,60,Saloon,6365.0,1332.0,rural,0.2,1,0,55+,0.20926944226233946,20%
7912,63,Saloon,12050.0,1763.0,rural,0.0,0,0,55+,0.14630705394189655,0%
7911,63,SUV,4016.0,578.0,rural,0.2,1,0,55+,0.14392430278880877,20%
7909,27,Saloon,3061.0,678.0,rural,0.0,0,0,25-34,0.22149624305775187,0%
7907,50,Saloon,2971.0,1364.0,rural,0.15,1,1,45-54,0.4591046785592531,15%
7904,58,Saloon,6388.0,1013.0,urban,0.25,1,0,55+,0.1585785848465625,25%
7898,44,Convertible,17579.0,1449.0,urban,0.2,1,0,35-44,0.08242789692245961,20%
7897,55,Convertible,12833.0,918.0,rural,0.0,0,0,55+,0.07153432556689227,0%
7896,26,SUV,6811.0,1149.0,urban,0.05,1,0,25-34,0.16869769490527547,5%
7895,30,Convertible,23382.0,1327.0,urban,0.0,0,0,25-34,0.05675305790778989,0%
7892,39,SUV,13347.0,1085.0,urban,0.2,1,1,35-44,0.08129167603206104,20%
7890,42,SUV,4652.0,1007.0,rural,0.2,1,0,35-44,0.21646603611345303,20%
7889,65,Saloon,4053.0,1031.0,rural,0.15,1,0,55+,0.25437947199598954,15%
7886,18,Saloon,6074.0,991.0,urban,0.0,0,0,<25,0.1631544287125184,0%
7881,32,SUV,2924.0,882.0,rural,0.0,0,0,25-34,0.3016415868672019,0%
7877,23,SUV,5304.0,998.0,urban,0.0,0,0,<25,0.18815987933631442,0%
7874,22,SUV,13275.0,629.0,urban,0.0,0,0,<25,0.0473822975517855,0%
7873,50,Saloon,5901.0,1117.0,rural,0.15,1,1,45-54,0.18928995085575506,15%
7871,64,Saloon,4376.0,755.0,urban,0.25,1,1,55+,0.1725319926873463,25%
7869,45,SUV,8908.0,756.0,urban,0.2,1,1,45-54,0.08486753480017008,20%
7868,41,Saloon,3020.0,550.0,urban,0.15,1,0,35-44,0.18211920529795295,15%
7867,29,Saloon,3554.0,611.0,rural,0.15,1,0,25-34,0.17191896454694094,15%
7866,44,Saloon,15473.0,1088.0,urban,0.2,1,1,35-44,0.07031603438246815,20%
7865,60,Saloon,5434.0,1192.0,rural,0.2,1,0,55+,0.21935958778060002,20%
7864,25,Convertible,8932.0,1326.0,rural,0.0,0,0,25-34,0.14845499328256287,0%
7862,31,SUV,2643.0,575.0,urban,0.0,0,0,25-34,0.21755580779409098,0%
7858,56,Convertible,24911.0,1046.0,urban,0.2,1,0,55+,0.04198948255790446,20%
7855,46,Saloon,2613.0,744.0,urban,0.0,0,0,45-54,0.2847301951778474,0%
7850,43,SUV,8554.0,844.0,urban,0.0,0,0,35-44,0.09866729015664032,0%
7845,31,SUV,3207.0,1272.0,urban,0.2,1,0,25-34,0.3966323666977248,20%
7844,52,Convertible,18334.0,1509.0,urban,0.1,1,1,45-54,0.08230609796006969,10%
7838,25,Saloon,4405.0,1234.0,rural,0.2,1,1,25-34,0.28013620885351187,20%
7835,26,Convertible,13806.0,517.0,rural,0.0,0,0,25-34,0.03744748660002626,0%
7831,55,Convertible,9980.0,1575.0,rural,0.05,1,1,55+,0.15781563126250922,5%
7830,52,Saloon,4416.0,707.0,rural,0.15,1,0,45-54,0.16009963768112315,15%
7829,22,Saloon,2760.0,1248.0,rural,0.0,0,0,<25,0.45217391304331445,0%
7828,36,Convertible,11432.0,1771.0,rural,0.2,1,0,35-44,0.1549160251924287,20%
7825,45,Convertible,24043.0,1721.0,rural,0.05,1,0,45-54,0.07158008567982067,5%
7823,40,Saloon,10711.0,1045.0,urban,0.0,0,0,35-44,0.09756325273082835,0%
7822,56,Saloon,4043.0,501.0,rural,0.15,1,0,55+,0.12391788276029585,15%
7821,52,Saloon,3287.0,1338.0,rural,0.0,0,0,45-54,0.4070581076968643,0%
7820,46,Saloon,7653.0,528.0,rural,0.25,1,0,45-54,0.0689925519404065,25%
7819,21,Saloon,9481.0,901.0,rural,0.0,0,0,<25,0.0950321696023526,0%
7811,22,Convertible,12198.0,1172.0,urban,0.0,0,0,<25,0.09608132480733758,0%
7810,60,Saloon,6122.0,1478.0,rural,0.2,1,0,55+,0.24142437112050938,20%
7809,28,Saloon,4427.0,568.0,urban,0.0,0,0,25-34,0.1283035915969893,0%
7806,50,Saloon,5908.0,850.0,urban,0.2,1,1,45-54,0.14387271496273799,20%
7805,40,Saloon,4221.0,1027.0,rural,0.15,1,1,35-44,0.24330727315796175,15%
7804,64,SUV,6650.0,1175.0,rural,0.05,1,0,55+,0.1766917293232817,5%
7801,26,SUV,18116.0,1164.0,urban,0.0,0,0,25-34,0.0642525943916944,0%
7798,33,Saloon,3495.0,1396.0,urban,0.0,0,0,25-34,0.3994277539340774,0%
7797,48,Saloon,13877.0,1737.0,rural,0.15,1,1,45-54,0.12517114650139619,15%
7795,23,Convertible,15489.0,859.0,rural,0.0,0,0,<25,0.05545871263476948,0%
7794,63,Saloon,5269.0,993.0,urban,0.15,1,0,55+,0.18846080850252636,15%
7791,21,Convertible,15541.0,614.0,urban,0.0,0,0,<25,0.03950839714303844,0%
7790,49,Convertible,20380.0,1467.0,rural,0.1,1,1,45-54,0.07198233562315642,10%
7789,63,Convertible,12749.0,916.0,rural,0.1,1,1,55+,0.07184877245273576,10%
7779,18,SUV,13015.0,1084.0,rural,0.0,0,0,<25,0.08328851325393136,0%
7776,43,Convertible,23016.0,802.0,rural,0.1,1,0,35-44,0.03484532499130888,10%
7775,28,SUV,14210.0,549.0,rural,0.15,1,0,25-34,0.038634764250525075,15%
7774,35,Convertible,26360.0,1216.0,urban,0.1,1,0,35-44,0.04613050075872359,10%
7772,60,SUV,10233.0,578.0,urban,0.2,1,1,55+,0.05648392455779766,20%
7771,55,Saloon,6115.0,782.0,urban,0.2,1,0,55+,0.12788225674568635,20%
7768,57,SUV,14884.0,1695.0,rural,0.15,1,1,55+,0.11388067723729414,15%
7767,22,SUV,9188.0,1364.0,urban,0.0,0,0,<25,0.148454505877215,0%
7766,34,Saloon,3985.0,1361.0,rural,0.0,0,0,25-34,0.34153074027594943,0%
7765,19,SUV,3095.0,549.0,urban,0.0,0,0,<25,0.17738287560575852,0%
7764,23,SUV,4633.0,594.0,urban,0.0,0,0,<25,0.12821066263757214,0%
7761,36,SUV,10543.0,1197.0,urban,0.1,1,0,35-44,0.11353504695057255,10%
7757,26,Saloon,2950.0,1298.0,urban,0.0,0,0,25-34,0.43999999999985084,0%
7756,39,Saloon,4203.0,1050.0,urban,0.15,1,1,35-44,0.24982155603134668,15%
7753,28,SUV,5547.0,907.0,urban,0.0,0,0,25-34,0.1635118081845748,0%
7746,27,Saloon,5296.0,1040.0,rural,0.0,0,0,25-34,0.19637462235645836,0%
7745,50,Saloon,4043.0,990.0,rural,0.15,1,1,45-54,0.24486767252034508,15%
7743,55,Saloon,3451.0,738.0,urban,0.15,1,1,55+,0.21385105766438312,15%
7741,59,Saloon,5256.0,1086.0,urban,0.25,1,1,55+,0.20662100456617072,25%
7739,57,SUV,19182.0,1706.0,urban,0.1,1,1,55+,0.08893754561567672,10%
7736,60,Saloon,12563.0,1062.0,rural,0.25,1,1,55+,0.08453394889754959,25%
7734,27,Saloon,4704.0,1104.0,urban,0.15,1,1,25-34,0.2346938775509705,15%
7731,33,Saloon,2638.0,1499.0,rural,0.0,0,0,25-34,0.5682335102348112,0%
7726,37,Convertible,10165.0,1451.0,rural,0.05,1,1,35-44,0.14274471224789545,5%
7724,30,Convertible,23141.0,1369.0,urban,0.15,1,0,25-34,0.05915906832029475,15%
7722,38,SUV,2693.0,1161.0,rural,0.15,1,1,35-44,0.4311177125880315,15%
7721,35,Saloon,14903.0,921.0,rural,0.0,0,0,35-44,0.061799637656843466,0%
7710,53,Saloon,6627.0,1652.0,urban,0.0,0,0,45-54,0.2492832352496983,0%
7705,58,Saloon,6485.0,926.0,urban,0.15,1,1,55+,0.14279105628370967,15%
7704,34,Saloon,2972.0,1298.0,urban,0.0,0,0,25-34,0.43674293405099707,0%
7699,28,Convertible,10692.0,790.0,urban,0.1,1,1,25-34,0.07388701833145586,10%
7698,22,Saloon,3302.0,707.0,rural,0.0,0,0,<25,0.21411265899448392,0%
7695,27,Saloon,7681.0,904.0,urban,0.15,1,0,25-34,0.11769300872280722,15%
7694,51,SUV,19211.0,1743.0,urban,0.1,1,1,45-54,0.09072926968923581,10%
7693,34,Saloon,5847.0,1457.0,urban,0.2,1,1,25-34,0.24918761758162317,20%
7691,36,SUV,19387.0,1782.0,urban,0.05,1,0,35-44,0.09191726414607253,5%
7690,26,Saloon,9477.0,1261.0,urban,0.0,0,0,25-34,0.13305898491082271,0%
7687,45,Convertible,23492.0,707.0,rural,0.05,1,0,45-54,0.03009535160905712,5%
7686,29,SUV,16122.0,756.0,urban,0.0,0,0,25-34,0.04689244510606334,0%
7682,51,Saloon,2516.0,1119.0,rural,0.15,1,1,45-54,0.4447535771063415,15%
7681,39,Saloon,10473.0,920.0,urban,0.15,1,1,35-44,0.08784493459370879,15%
7680,48,Saloon,3630.0,550.0,urban,0.15,1,1,45-54,0.15151515151510977,15%
7678,60,Convertible,22193.0,1372.0,rural,0.25,1,1,55+,0.06182129500292607,25%
7668,18,Saloon,11035.0,1708.0,rural,0.0,0,0,<25,0.15478024467601678,0%
7663,45,Convertible,10761.0,971.0,rural,0.2,1,1,45-54,0.09023324969797507,20%
7657,29,SUV,14868.0,1123.0,urban,0.15,1,1,25-34,0.07553134248048994,15%
7656,58,Saloon,5321.0,760.0,rural,0.25,1,1,55+,0.1428302950572932,25%
7653,18,Saloon,5814.0,1267.0,urban,0.15,1,0,<25,0.21792225662190953,15%
7649,34,Convertible,24487.0,873.0,urban,0.0,0,0,25-34,0.0356515702209321,0%
7636,29,SUV,11229.0,1370.0,rural,0.0,0,0,25-34,0.12200552141774672,0%
7635,20,SUV,17993.0,1446.0,urban,0.25,1,1,<25,0.08036458622797307,25%
7632,49,Saloon,4983.0,971.0,rural,0.0,0,0,45-54,0.19486253261083786,0%
7627,63,SUV,3353.0,1462.0,urban,0.05,1,0,55+,0.43602743811499073,5%
7626,54,SUV,6456.0,1376.0,urban,0.15,1,1,45-54,0.2131350681536225,15%
7625,48,Convertible,25189.0,1462.0,rural,0.15,1,1,45-54,0.058041208464009765,15%
7620,29,Saloon,3706.0,1017.0,rural,0.0,0,0,25-34,0.27441985968692,0%
7614,44,Saloon,6082.0,1007.0,rural,0.25,1,0,35-44,0.1655705360078649,25%
7612,35,SUV,9524.0,980.0,urban,0.1,1,0,35-44,0.10289794204114837,10%
7611,23,Saloon,4979.0,722.0,urban,0.25,1,1,<25,0.14500903795940046,25%
7605,32,SUV,15916.0,527.0,rural,0.1,1,0,25-34,0.03311133450615524,10%
7601,56,Saloon,11863.0,1301.0,rural,0.2,1,0,55+,0.10966871786225156,20%
7599,62,Convertible,13768.0,1073.0,urban,0.1,1,0,55+,0.07793434049970381,10%
7597,50,SUV,12161.0,1375.0,rural,0.0,0,0,45-54,0.11306635967435959,0%
7596,50,SUV,17537.0,1013.0,rural,0.1,1,0,45-54,0.05776358556195143,10%
7593,26,Saloon,6263.0,1315.0,urban,0.0,0,0,25-34,0.2099632763850854,0%
7592,49,SUV,13911.0,1321.0,rural,0.2,1,0,45-54,0.09496082237077888,20%
7590,20,Saloon,12836.0,1197.0,rural,0.15,1,0,<25,0.0932533499532492,15%
7586,56,Convertible,21181.0,979.0,rural,0.05,1,0,55+,0.046220669467917176,5%
7581,19,SUV,16633.0,790.0,urban,0.0,0,0,<25,0.047495941802438074,0%
7580,53,SUV,2622.0,823.0,rural,0.1,1,0,45-54,0.31388253241788183,10%
7576,28,Saloon,9025.0,1530.0,rural,0.15,1,1,25-34,0.16952908587255738,15%
7573,38,Convertible,16491.0,846.0,rural,0.2,1,0,35-44,0.051300709477893926,20%
7571,56,Saloon,3943.0,1165.0,rural,0.25,1,1,55+,0.2954603094090045,25%
7564,35,Convertible,22552.0,545.0,rural,0.2,1,0,35-44,0.02416637105356402,20%
7563,36,SUV,7946.0,1007.0,urban,0.1,1,0,35-44,0.1267304304052194,10%
7560,46,Saloon,3173.0,770.0,rural,0.0,0,0,45-54,0.2426725496374905,0%
7559,44,SUV,17243.0,917.0,urban,0.05,1,0,35-44,0.05318100098590424,5%
7558,54,SUV,19826.0,1644.0,rural,0.1,1,1,45-54,0.08292141632199723,10%
7554,42,Saloon,14095.0,1794.0,urban,0.15,1,0,35-44,0.1272791770131162,15%
7553,23,SUV,2953.0,1403.0,rural,0.05,1,0,<25,0.47511005756841346,5%
7552,65,Saloon,8391.0,1292.0,rural,0.2,1,1,55+,0.15397449648431008,20%
7549,64,Convertible,20519.0,1008.0,rural,0.25,1,0,55+,0.04912520103318636,25%
7547,51,Saloon,3902.0,845.0,urban,0.0,0,0,45-54,0.21655561250635147,0%
7546,46,SUV,14784.0,1336.0,urban,0.1,1,0,45-54,0.09036796536795925,10%
